id	name	address	coordinates_lat	coordinates_lng	rating	rating_n	current_popularity	
ChIJbaPLFeJJXhMRYPqDu15HzSs	Kotsokolos Konstantinos	Karatza 116, Patra	38.23785720	21.74476930	4.6000	87.0000	0
ChIJbzH1X0E3XhMRIZIsCrlLqgY	Το Φωτεινό Αστέρι	Themistokleous 116, Patra	38.23317560	21.72813920	4.7000	27.0000	0
ChIJCdQRw0Y3XhMRHeQx2bwPEAw	Καφέ "Πνύκα"	Michail Psellou 5, Patra	38.23327360	21.73387620	4.4000	21.0000	0
ChIJCw-wuz5JXhMRd2DwyJ14sxg	Períptero	3ou Oreivatikoy 48, Patra	38.24014700	21.74543290	5.0000	1.0000	0
ChIJD12aA_c3XhMR3g61s7cKpQc	Πασαγιάννης Όμηρος	Kontogouri 10, Patra	38.23132940	21.73155130	4.8000	4.0000	0
ChIJDU4ldCU2XhMRhYQRDJHqYB8	Carspa	Parnassou 17, Patra	38.23258020	21.72719520	4.6000	10.0000	0
ChIJdz60KyA2XhMRiCVdmLDxyx8	Φαρμακείο Δήμητρας Κοτσιρίλου & ΣΙΑ Ο.Ε.	Αγίας Τριάδος 52 & Βορείου Ηπείρου 3, Patra	38.23595220	21.73741260	5.0000	6.0000	0
ChIJD_GT-iQ2XhMRbFWExhIn4sI	butcher Cacoyannis	Solomous 148, Patra	38.23173360	21.72934620	5.0000	30.0000	0
ChIJE5rqhOFJXhMREi7B5EA45Dw	Tip Top	Dimitriou Gounari 223, Patra	38.23851560	21.74445520	4.6000	102.0000	0
ChIJeRBLIEo3XhMRJQF6V6sC6MI	Πλυντήριο αυτοκινήτων (self service)	Ionias 133, Patra	38.23001790	21.74071320	5.0000	5.0000	0
ChIJESBMBBk2XhMRi2SbsZ_zvMU	WODBOX	Leoforos Georgiou Papandreou 91, Patra	38.23073200	21.74280500	4.8000	25.0000	0
ChIJeT2kxTo2XhMRCntpyoHXt2A	ΚΟΥΝΑΒΗΣ ΑΝΔΡΕΑΣ	Salaminos 30, Patra	38.22938270	21.72743800	4.2000	11.0000	0
ChIJeWquqyE2XhMRLB_819PA_b0	Sotiris Koulis Family	Archiepiskopou Ierotheou 105, Patra	38.23707060	21.73457960	5.0000	1.0000	0
ChIJEzGdRic2XhMRYTCEu8QXinw	ΑΡΤΟΓΕΥΣΕΙΣ ΑΝΔΡΙΚΟΠΟΥΛΟΣ ΧΑΡ. & ΣΙΑ Ο.Ε.	Solomous 30, Patra	38.23877050	21.73062170	4.5000	60.0000	0
ChIJF-Rg6dI3XhMRMNxaFTBLchg	Coffee stay	Charilaou Trikoupi 17, Patra	38.23731180	21.73029050	5.0000	3.0000	0
ChIJf0kcnSc2XhMRu-Lg9p3PZjI	Music Power ΠΕΛΕΚΟΥΔΑΣ Β.	Korinthou 443, Patra	38.23918790	21.72857650	4.9000	24.0000	0
ChIJf1c-xyU2XhMRQaIzEdB_B7k	www.abbyspaws.gr	Themistokleous 56, Patra	38.23735180	21.73039090	5.0000	1.0000	0
ChIJFaU1TBw2XhMRq87NWxs61hA	Μυλωνάς Ζαχαροπλαστείο	Leoforos Georgiou Papandreou 44, Patra	38.23405150	21.74570640	4.4000	107.0000	0
ChIJfdC04No3XhMR8JrkZLvazh4	AlfaEstiasi	Selefkias 14, Patra	38.22946010	21.73060080	5.0000	3.0000	0
ChIJFUgUqwY3XhMR_pCBkFi8rdI	Μπαρμπέρικο - Barber Shop	Agias Triados 20, Patra	38.23728700	21.73677600	5.0000	57.0000	0
ChIJFxIYOehJXhMRTnfIBMK7Cjw	eCig Hellas Ηλεκτρονικο Τσιγαρο - Πάτρα	Maizonos 47, Patra	38.24966320	21.73905090	4.9000	208.0000	0
ChIJG5AcGCY2XhMRmpnpUDVG6Lc	Our Great Circus	Archiepiskopou Kirillou 14, Patra	38.23651510	21.72643120	4.6000	583.0000	36
ChIJg67Oa4g3XhMRfLQlSnNC9hg	Σαπουναρία Πάτρας (S.P)	Πόντου κ, Efesou 47, Patra	38.23532500	21.74101500	4.8000	4.0000	0
ChIJGfuRsONJXhMRQ-9vUU0WSjI	KARELIS KONSTANTINOS	Paleon Patron Germanou 179, Patra	38.24018510	21.74514250	5.0000	2.0000	0
ChIJgwBl6SU2XhMRMjbygjBSboQ	Patras Moto Technology	Dimitriou Maximou 8, Patra	38.23433770	21.72592510	4.9000	105.0000	0
ChIJGYPtKyY2XhMRDq5n0hrb108	Media Markt Πάτρα	Akti Dimeon 17, Patra	38.23773600	21.72625250	4.1000	1257.0000	46
ChIJGyYZay82XhMRYIH_uvIjIH8	Patras' South Park - Notio Parko Patras	Akti Dimeon 28, Patra	38.23485300	21.72439630	4.5000	2085.0000	6
ChIJh003YSY2XhMRXA3c9sHdMAw	GMC-SHOP_Super Market Θεοδωρόπουλος	Archiepiskopou Ierotheou 51, Patra	38.23601300	21.72834560	4.6000	58.0000	0
ChIJH1FcPxw2XhMRzjMDiIppoZg	Max Perry	Leoforos Georgiou Papandreou 59, Patra	38.23319480	21.74511200	4.3000	155.0000	9
ChIJH2IPqSU2XhMRx52dM-Uwiwc	Σκλαβενίτης	Parnassou 16, Patra	38.23267490	21.72816260	4.5000	725.0000	63
ChIJHf2oKOhJXhMRU48jxmo1y6s	Zolotas S.A.	Riga Fereou 32, Patra	38.25010920	21.73789170	4.3000	75.0000	0
ChIJhT1xJuhJXhMRB_dOMAB9G8A	Κατσαρόλα της Τούλας	Riga Fereou 49, Patra	38.24998220	21.73796140	4.6000	554.0000	6
ChIJhTC7IiA2XhMRDXXA5keTbkU	The Juice Bar	Smirnis 110, Patra	38.23704360	21.73692060	4.4000	139.0000	0
ChIJhVyNxiU2XhMR-047iPt8FPY	Δ.ΕΠΙΣΚΕΥΑΣΤΙΚΗ	Korinthou 426-430, Patra	38.23407700	21.72760500	4.7000	7.0000	0
ChIJHz0GwiY2XhMRl8CM130I0qw	CyberArena Internet Cafe	Solomous 72-76, Patra	38.23618530	21.73011810	4.7000	124.0000	60
ChIJizF4o5o3XhMRYFqw0tvXBHM	Ο ΛΕΩΝΙΔΑΣ & ΟΙ 300	Fanariou 73, Patra	38.23319360	21.74315690	4.6000	5.0000	0
ChIJj56MreNJXhMRWAsKa0J8W4k	Δακόλα Αγγελική Α	Paleon Patron Germanou 183-193, Patra	38.23973900	21.74581830	4.9000	25.0000	0
ChIJJU-orzo2XhMRWpzclnuGfzw	Φραγκάκης ΟΕ	Souniou 119, Patra	38.22990340	21.72620480	5.0000	7.0000	0
ChIJJXZNNjtJXhMR_2Oug8KxoHw	Παραδοσιακό Οπωροπαντοπωλείο	6 συντάγματος 2, Πάτρα	38.24017690	21.74560620	4.9000	16.0000	0
ChIJk0zmsB82XhMRaUVxT1MhpGY	Gitsis Konstantinos	Ionias 54, Patra	38.23592710	21.73995510	4.3000	99.0000	0
ChIJK2mtFN9JXhMRQgGlzRIXc6k	Vasiliki Andrikopoulou	Mesologgiou 11, Patra	38.24027300	21.73347590	5.0000	35.0000	0
ChIJkRhinSg2XhMRipOQ12_hPzI	Libido	Akti Dimeon 17, Patra	38.23771230	21.72594150	4.5000	569.0000	0
ChIJKT-X7SA2XhMR2dSVr5pougg	Arapis Market "3A Arapis" Ltd	Panachaikou 65, Patra	38.23741400	21.73387700	4.2000	91.0000	0
ChIJKy7R3SY2XhMReaxikN_Jbb0	NIKOLOPOULOS PANAGIOTIS "TO PARADOSIAKO PSOMI"	Solomous 75, Patra	38.23676940	21.73031940	3.0000	2.0000	0
ChIJl4E8Nd1JXhMRIItSjXdfOXo	Φροντιστήριο Φάσμα	Ελευθερίου Βενιζέλου και Γεωργιου Παπανδρέου ,Πάτρα 262 21, Patra	38.22967260	21.74118520	5.0000	6.0000	0
ChIJLbeqKhk2XhMRKRTbz6Mkha4	ΓΑΣΠΑΡΙΝΑΤΟΥ ΠΑΥΛΙΝΑ ΘΕΟΦΑΝΗΣ	Ionias 103, Patra	38.23256370	21.74072280	5.0000	21.0000	0
ChIJlQV3HyY2XhMRpjjYBlws0d4	RAPTI Boutri Vasiliki Zakinthinos Xristos Accounting Tax office	Archiepiskopou Kirillou 2, Patra	38.23655480	21.72593750	4.4000	7.0000	0
ChIJlQzUWic2XhMRRj2o3g9QiWw	Αχαϊκή Διαχειριστική (Επαγγ. Καθαρισμοί)	Solomou 24, Patra	38.23887600	21.73066700	4.1000	20.0000	0
ChIJLWNTMuhJXhMRc0uCYczaWys	Bocas	Riga Fereou 39, Patra	38.25042600	21.73854060	4.6000	403.0000	14
ChIJMQP6EbU3XhMRBtsPNWT_DiQ	liberis ψωμι-καφες-γλυκο	Alexandrou Papanastasiou 16, Patra	38.23034430	21.72798040	4.5000	24.0000	0
ChIJMSeG8hk2XhMRRhwsF8fhP3Y	The Bright Star	Themistokleous 116, Patra	38.23317560	21.72813920	4.7000	27.0000	0
ChIJmxF_PCc2XhMRJpnrz44FtbU	Ανδρικόπουλος Super Market	Solomous 53, Patra	38.23787850	21.73054190	4.4000	107.0000	0
ChIJmzSR7SA2XhMRpWcgvrhnQEY	ΣΥΜΕΩΝΙΔΗΣ ΠΕΡΙΚΛΗΣ	Smirnis 72, Patra	38.23747420	21.73382210	5.0000	32.0000	0
ChIJn65BbOJJXhMRRvBmSjqKNX0	Zelekt S.A.	Kalavriton 2, Patra	38.23776830	21.74522530	4.4000	115.0000	0
ChIJNce1WSQ2XhMRCxdWbKOr_8M	Cafe Ανδρέας	Solomous 140, Patra	38.23240110	21.72952040	3.2000	18.0000	0
ChIJNQv7Pxw2XhMReRJTJFtt4xc	Et Cafe	Leoforos Georgiou Papandreou 59A, Patra	38.23302000	21.74503440	4.5000	167.0000	0
ChIJnyLA8iM2XhMR2MQ82SsQXww	Micromed Διαγνωστικά	Eleftheriou Venizelou 67, Patra	38.23302420	21.73230190	4.8000	4.0000	0
ChIJn_SgKe03XhMRvsbE3xFr8Ao	Συνεργείο Αυτοκινήτων παντός τύπου Κατσικάκης Νικόλας	Pindou 3, Patra	38.23078000	21.74345690	5.0000	13.0000	0
ChIJOeK7WuhJXhMRp1dmjE1OOmo	ΑΝΑΣΤΑΣΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ	Korinthou 156, Patra	38.24964900	21.73991940	4.5000	43.0000	0
ChIJOfXygiQ2XhMRZmdy1DIIEg4	"Η Καλή" Καρβελά Καλιρρόη	Σολωμού κ Δελφων 32Πάτρα, Patra	38.23150320	21.72964070	4.7000	43.0000	0
ChIJowSURxM3XhMRmbAxgMezpuk	Areti Textile	Ionias 39, Patra	38.23643950	21.74003840	5.0000	3.0000	0
ChIJOztsXBk2XhMRIu0EEdF27js	PHARMACY Damvounelis G. Kon / nos	Leoforos Georgiou Papandreou 85, Patra	38.23105360	21.74314520	5.0000	3.0000	0
ChIJoZu2ICE2XhMRaYhwPdvHLkY	Axizei	Mesologgiou 69, Patra	38.23651350	21.73285940	4.8000	4.0000	0
ChIJP-URlSY2XhMRXXseyEczfzI	MY COFFEE	Solomous 82Α, Patra	38.23578480	21.73004550	4.6000	62.0000	0
ChIJP1bzTS82XhMRKDyRa4_p-j4	Κολυμβητήριο ΝΟΠ (Nautical Club of Patras)	Akti Dimeon, Patra	38.23900310	21.72490760	4.4000	314.0000	1
ChIJpxBoqb43XhMRPoXjQGIk2C0	Edgy Cuts	Archiepiskopou Ierotheou 89, Patra	38.23665990	21.73331790	5.0000	24.0000	0
ChIJpYe_5iM2XhMRxwCviSFImLA	ΝΤΟΥΒΑΣ ΑΘΑΝΑΣΙΟΣ	Voriou Ipirou 73, Patra	38.23371100	21.73286620	4.7000	17.0000	0
ChIJq8ifLjQ3XhMRwe_o9v8rl_M	Kōnstantínos	Platia Voriou Ipirou 102, Patra	38.23373320	21.73138920	5.0000	10.0000	0
ChIJqXfObCc2XhMRnI9QBuMheio	Abige Hair&Style	Kapodistriou 28, Patra	38.23851090	21.72966090	4.9000	51.0000	0
ChIJqXT_xCU2XhMRc5ulGeOpCoc	Coffee Island	Κορίνθου &, Dimitriou Maximou 22, Patra	38.23414890	21.72794440	4.7000	177.0000	0
ChIJQZbR3xQ3XhMRyaR2SBYu29I	Excellent Car Wash	Dimitriou Maximou 22, Patra	38.23432740	21.72811530	4.4000	7.0000	0
ChIJR56ibOhJXhMRc3gu6QZZ8ek	Μπουκέτο Μπαλόνια	Korinthou, Patra	38.23573050	21.72785940	4.4000	34.0000	0
ChIJRb9uAz43XhMRexZ2BgsH0cs	Paris house 2	Selefkias 11, Patra	38.22971660	21.73021910	3.5000	2.0000	0
ChIJRbfvEiY2XhMRy1BekwIyAC4	Subaru Service - Παπανδρέου Παναγιώτης	Maizonos 313, Patra	38.23596210	21.72705140	4.8000	75.0000	0
ChIJReMkcU03XhMRHtlq-RGG_Mc	Καφεκοπτείο Μεξικάνος	Korinthou 453, Patra	38.23860620	21.72843740	4.7000	110.0000	0
ChIJs13fMVdJXhMRdfoTBribjjc	Moccup	Dimitriou Gounari 195, Patra	38.23973550	21.74231750	4.7000	17.0000	0
ChIJs26l3KI3XhMR7NBzdimtWlc	Σκλαβενιτης	Ιωνίας 90 &, Damonos, Patra	38.23483490	21.74014930	4.5000	66.0000	98
ChIJS8X0pWY3XhMRzrGX7803y-8	Coffee Lab ΠΑΠΑΝΔΡΕΟΥ 49 ΠΑΤΡΑ	Leoforos Georgiou Papandreou 49, Patra	38.23388460	21.74586340	4.6000	28.0000	0
ChIJSap7relJXhMRUkopSQsXwuI	spelectronics.gr - ΗΛΕΚΤΡΟΝΙΚΑ ΗΛΕΚΤΡΟΛΟΓΙΚΑ ΠΑΤΡΑΣ	Satovriandou 43-47, Patra	38.25016700	21.73982400	4.8000	59.0000	0
ChIJsTB4eiQ2XhMRYHsB0svbUhI	AutoSport	Eleftheriou Venizelou 42-46, Patra	38.23253650	21.73113910	4.7000	87.0000	0
ChIJsVkvueNJXhMRB3fJo2F0Eg8	Καφε Φιλικων	Paleon Patron Germanou 161-163, Patra	38.24014040	21.74528340	4.6000	51.0000	0
ChIJSWbYERM3XhMRX5qduCDaczY	ΦΙΛΙΠΠΟΣ ΑΛΕΥΡΑ-ΜΠΑΧΑΡΙΚΑ-ΖΩΟΤΡΟΦΕΣ	Ionias 114, Patra	38.23397310	21.74022370	4.6000	35.0000	0
ChIJSxcz2FI2XhMRkB05AbcRmlI	ΝΑΥΤΙΚΟΣ ΟΜΙΛΟΣ ΠΑΤΡΩΝ	Akti Dimeon 151, Patra	38.23881740	21.72517310	4.7000	13.0000	0
ChIJt-jvWxk2XhMRmqTBLN1y4Fg	Coffee Amargo	Leoforos Georgiou Papandreou 51, Patra	38.23357200	21.74554520	4.6000	51.0000	0
ChIJt7LpHPs3XhMRn1RE73k4Bbs	Παραδοσιακό Παντοπωλείο Στασινόπουλος	Korinthou 370-374, Patra	38.23821140	21.72819360	4.6000	14.0000	0
ChIJTyCVWvA3XhMRnNgdFRaTWE8	Κωτσόπουλος "Ευθυγραμισεις"	Dimitriou Maximou 6, Patra	38.23433560	21.72572510	4.9000	162.0000	47
ChIJu-vWGU03XhMRQPtHWoqT688	Φούρνος Δημητρόπουλος	Skoufa 11, Patra	38.23240670	21.73049500	4.6000	11.0000	0
ChIJU2cC_5A3XhMRTltBi0TpJVo	Opap play Γ. Παπανδρεου 49	Leoforos Georgiou Papandreou 49, Patra	38.23371990	21.74571070	3.7000	18.0000	0
